CH0_i_,CH0_q_
0.002747252747253,0.003052503052503
0.021978021978022,0.024114774114774
0.041208791208791,0.042735042735043
0.061050061050061,0.063492063492063
0.078144078144078,0.080586080586081
0.096459096459096,0.097680097680098
0.111416361416361,0.114163614163614
0.126984126984127,0.130036630036630
0.140415140415140,0.144383394383394
0.154761904761905,0.157509157509158
0.164529914529915,0.168192918192918
0.175518925518926,0.179487179487179
0.182844932844933,0.188034188034188
0.188949938949939,0.192307692307692
0.192918192918193,0.197802197802198
0.196275946275946,0.198717948717949
0.195970695970696,0.200549450549451
0.195360195360195,0.198412698412698
0.190781440781441,0.195360195360195
0.187728937728938,0.189865689865690
0.180402930402930,0.184676434676435
0.171855921855922,0.177045177045177
0.161477411477411,0.164835164835165
0.149572649572650,0.152625152625153
0.133699633699634,0.140109890109890
0.121794871794872,0.124847374847375
0.105006105006105,0.109584859584860
0.089438339438339,0.092185592185592
0.071733821733822,0.074481074481074
0.054029304029304,0.055555555555556
0.034493284493284,0.036935286935287
0.014652014652015,0.016788766788767
-0.006105006105006,-0.003357753357753
-0.024725274725275,-0.020757020757021
-0.043040293040293,-0.041514041514042
-0.061660561660562,-0.059218559218559
-0.080891330891331,-0.078144078144078
-0.098290598290598,-0.095238095238095
-0.114774114774115,-0.111721611721612
-0.129426129426129,-0.127289377289377
-0.144383394383394,-0.141330891330891
-0.157203907203907,-0.155067155067155
-0.168498168498169,-0.166666666666667
-0.177045177045177,-0.175518925518926
-0.185592185592186,-0.183455433455433
-0.192002442002442,-0.189255189255189
-0.195360195360195,-0.194444444444444
-0.196886446886447,-0.197496947496947
-0.199023199023199,-0.197191697191697
-0.196886446886447,-0.195665445665446
-0.194444444444444,-0.193833943833944
-0.189255189255189,-0.188339438339438
-0.183455433455433,-0.181318681318681
-0.173992673992674,-0.172771672771673
-0.162393162393162,-0.162698412698413
-0.151709401709402,-0.151098901098901
-0.137973137973138,-0.136752136752137
-0.122100122100122,-0.122100122100122
-0.106837606837607,-0.106837606837607
-0.090354090354090,-0.089438339438339
-0.073870573870574,-0.072039072039072
-0.053113553113553,-0.053418803418803
-0.036630036630037,-0.034493284493284
-0.015873015873016,-0.015262515262515
0.002136752136752,0.003357753357753
0.022588522588523,0.023809523809524
0.041208791208791,0.043040293040293
0.061050061050061,0.062576312576313
0.079365079365079,0.079670329670330
0.096764346764347,0.097680097680098
0.112332112332112,0.115689865689866
0.127594627594628,0.129731379731380
0.141025641025641,0.144383394383394
0.154456654456654,0.157203907203907
0.164529914529915,0.169719169719170
0.176129426129426,0.180097680097680
0.181623931623932,0.187728937728938
0.190781440781441,0.192612942612943
0.193528693528694,0.197496947496947
0.195970695970696,0.199023199023199
0.196886446886447,0.200549450549451
0.196581196581197,0.198717948717949
0.191391941391941,0.195665445665446
0.186507936507937,0.190781440781441
0.180708180708181,0.183760683760684
0.173076923076923,0.176129426129426
0.161172161172161,0.166361416361416
0.148656898656899,0.153235653235653
0.135225885225885,0.140109890109890
0.121184371184371,0.125457875457875
0.104090354090354,0.109584859584860
0.089133089133089,0.092490842490842
0.071123321123321,0.075091575091575
0.052808302808303,0.056166056166056
0.034188034188034,0.037240537240537
0.015262515262515,0.018009768009768
-0.004273504273504,-0.003357753357753
-0.024725274725275,-0.021367521367521
-0.042735042735043,-0.040903540903541
-0.063492063492063,-0.058302808302808
-0.080280830280830,-0.077533577533578
-0.096764346764347,-0.095543345543346
-0.114163614163614,-0.112026862026862
-0.129731379731380,-0.125763125763126
-0.143162393162393,-0.142246642246642
-0.155372405372405,-0.154456654456654
-0.167277167277167,-0.165140415140415
-0.178266178266178,-0.177045177045177
-0.184981684981685,-0.184676434676435
-0.192002442002442,-0.189865689865690
-0.194444444444444,-0.193833943833944
-0.197496947496947,-0.196581196581197
-0.198107448107448,-0.197191697191697
-0.197496947496947,-0.195360195360195
-0.194139194139194,-0.192612942612943
-0.190476190476190,-0.188034188034188
-0.181318681318681,-0.181623931623932
-0.174297924297924,-0.171855921855922
-0.161782661782662,-0.162087912087912
-0.151709401709402,-0.150488400488400
-0.136752136752137,-0.137973137973138
-0.123015873015873,-0.122405372405372
-0.106532356532357,-0.106227106227106
-0.089438339438339,-0.090354090354090
-0.071733821733822,-0.072039072039072
-0.053418803418803,-0.052503052503053
-0.036324786324786,-0.034493284493284
-0.015567765567766,-0.014346764346764
0.003357753357753,0.004884004884005
0.022283272283272,0.023809523809524
0.041208791208791,0.043345543345543
0.061355311355311,0.062576312576313
0.078449328449328,0.079975579975580
0.095848595848596,0.097985347985348
0.111721611721612,0.115079365079365
0.128815628815629,0.129731379731380
0.141330891330891,0.144383394383394
0.155372405372405,0.157509157509158
0.165140415140415,0.168803418803419
0.175518925518926,0.179487179487179
0.183455433455433,0.187118437118437
0.190476190476190,0.192918192918193
0.193223443223443,0.197191697191697
0.195970695970696,0.199633699633700
0.197191697191697,0.200549450549451
0.196886446886447,0.198717948717949
0.192002442002442,0.196275946275946
0.187118437118437,0.191086691086691
0.179181929181929,0.184676434676435
0.171245421245421,0.176434676434676
0.159645909645910,0.165140415140415
0.150793650793651,0.153540903540904
0.135531135531136,0.140109890109890
0.121489621489621,0.125457875457875
0.104395604395604,0.109279609279609
0.088827838827839,0.092185592185592
0.070512820512821,0.074481074481074
0.053418803418803,0.056166056166056
0.033882783882784,0.037545787545788
0.015567765567766,0.018315018315018
-0.004273504273504,-0.003052503052503
-0.025030525030525,-0.020757020757021
-0.043650793650794,-0.040293040293040
-0.062271062271062,-0.059829059829060
-0.080586080586081,-0.078144078144078
-0.097985347985348,-0.095848595848596
-0.114468864468864,-0.111721611721612
-0.129731379731380,-0.127289377289377
-0.143772893772894,-0.141941391941392
-0.156898656898657,-0.155982905982906
-0.167887667887668,-0.166056166056166
-0.177960927960928,-0.175824175824176
-0.184676434676435,-0.183455433455433
-0.191697191697192,-0.189865689865690
-0.195665445665446,-0.193528693528694
-0.198107448107448,-0.196886446886447
-0.198412698412698,-0.197191697191697
-0.196581196581197,-0.196886446886447
-0.194139194139194,-0.193223443223443
-0.189865689865690,-0.188949938949939
-0.182539682539683,-0.181623931623932
-0.174297924297924,-0.172771672771673
-0.163919413919414,-0.162393162393162
-0.150793650793651,-0.151404151404151
-0.137973137973138,-0.137667887667888
-0.122710622710623,-0.121489621489621
-0.106837606837607,-0.105616605616606
-0.090048840048840,-0.089438339438339
-0.072954822954823,-0.072954822954823
-0.053724053724054,-0.053113553113553
-0.035409035409035,-0.035409035409035
-0.015567765567766,-0.014652014652015
0.003052503052503,0.004273504273504
0.021978021978022,0.023809523809524
0.040598290598291,0.043345543345543
0.061050061050061,0.063797313797314
0.077838827838828,0.079975579975580
0.097069597069597,0.097985347985348
0.111416361416361,0.115079365079365
0.126984126984127,0.129120879120879
0.140720390720391,0.144383394383394
0.154456654456654,0.157814407814408
0.164224664224664,0.168192918192918
0.176434676434676,0.178876678876679
0.181929181929182,0.186813186813187
0.190781440781441,0.192612942612943
0.192918192918193,0.196886446886447
0.197191697191697,0.199328449328449
0.195970695970696,0.200549450549451
0.196886446886447,0.199938949938950
0.192307692307692,0.196581196581197
0.187728937728938,0.190476190476190
0.180097680097680,0.184981684981685
0.172466422466422,0.173992673992674
0.160256410256410,0.164835164835165
0.149877899877900,0.152625152625153
0.134615384615385,0.140109890109890
0.122405372405372,0.124542124542125
0.105006105006105,0.109279609279609
0.089743589743590,0.092185592185592
0.069291819291819,0.074786324786325
0.052503052503053,0.055860805860806
0.033272283272283,0.036935286935287
0.014957264957265,0.017704517704518
-0.004884004884005,-0.001831501831502
-0.023504273504274,-0.021367521367521
-0.042735042735043,-0.041208791208791
-0.061660561660562,-0.058302808302808
-0.081501831501832,-0.079670329670330
-0.098595848595849,-0.096153846153846
-0.114163614163614,-0.111721611721612
-0.129120879120879,-0.127289377289377
-0.144688644688645,-0.141636141636142
-0.155982905982906,-0.155067155067155
-0.167887667887668,-0.166971916971917
-0.177655677655678,-0.177350427350427
-0.186202686202686,-0.183455433455433
-0.192307692307692,-0.190170940170940
-0.196886446886447,-0.194749694749695
-0.198107448107448,-0.196581196581197
-0.198107448107448,-0.198107448107448
-0.196886446886447,-0.197191697191697
-0.194749694749695,-0.192918192918193
-0.188339438339438,-0.188339438339438
-0.182844932844933,-0.180402930402930
-0.173687423687424,-0.172466422466422
-0.163308913308913,-0.162087912087912
-0.150793650793651,-0.150488400488400
-0.138278388278388,-0.138583638583639
-0.122710622710623,-0.122405372405372
-0.107142857142857,-0.106532356532357
-0.090048840048840,-0.089133089133089
-0.073260073260073,-0.072039072039072
-0.053418803418803,-0.053418803418803
-0.036324786324786,-0.034188034188034
-0.015873015873016,-0.015567765567766
0.003663003663004,0.004273504273504
0.023199023199023,0.023504273504274
0.041208791208791,0.043040293040293
0.060744810744811,0.062271062271062
0.078754578754579,0.080586080586081
0.096459096459096,0.098595848595849
0.111416361416361,0.114163614163614
0.126678876678877,0.129731379731380
0.141330891330891,0.143772893772894
0.154761904761905,0.156288156288156
0.165750915750916,0.169108669108669
0.177045177045177,0.178571428571429
0.183760683760684,0.186202686202686
0.189865689865690,0.192307692307692
0.192307692307692,0.196275946275946
0.196581196581197,0.198412698412698
0.196275946275946,0.200549450549451
0.195360195360195,0.198717948717949
0.190170940170940,0.195970695970696
0.187423687423687,0.191086691086691
0.179792429792430,0.184371184371184
0.172466422466422,0.174908424908425
0.161172161172161,0.164835164835165
0.149877899877900,0.152625152625153
0.134920634920635,0.140720390720391
0.121489621489621,0.125457875457875
0.104090354090354,0.110500610500610
0.088827838827839,0.091880341880342
0.071428571428571,0.074786324786325
0.053418803418803,0.055860805860806
0.034188034188034,0.037240537240537
0.014957264957265,0.018620268620269
-0.005799755799756,-0.003052503052503
-0.023199023199023,-0.020451770451770
-0.043650793650794,-0.040598290598291
-0.062881562881563,-0.058913308913309
-0.080891330891331,-0.078144078144078
-0.097374847374847,-0.095238095238095
-0.112942612942613,-0.111111111111111
-0.128815628815629,-0.127289377289377
-0.143162393162393,-0.140720390720391
-0.155982905982906,-0.155372405372405
-0.167887667887668,-0.165140415140415
-0.177045177045177,-0.176129426129426
-0.185592185592186,-0.182844932844933
-0.191391941391941,-0.189255189255189
-0.195360195360195,-0.195360195360195
-0.197802197802198,-0.197802197802198
-0.198107448107448,-0.196886446886447
-0.196581196581197,-0.196581196581197
-0.194139194139194,-0.192002442002442
-0.188949938949939,-0.188339438339438
-0.182234432234432,-0.180708180708181
-0.173382173382173,-0.172771672771673
-0.164224664224664,-0.163003663003663
-0.151404151404151,-0.150793650793651
-0.136752136752137,-0.137057387057387
-0.123626373626374,-0.123015873015873
-0.106837606837607,-0.106227106227106
-0.090354090354090,-0.088827838827839
-0.072649572649573,-0.071733821733822
-0.054334554334554,-0.053418803418803
-0.036019536019536,-0.036019536019536
-0.015873015873016,-0.014957264957265
0.003052503052503,0.003663003663004
0.022588522588523,0.024725274725275
0.041208791208791,0.043040293040293
0.061355311355311,0.062576312576313
0.078449328449328,0.080280830280830
0.096153846153846,0.097680097680098
0.112026862026862,0.114163614163614
0.127899877899878,0.130341880341880
0.141330891330891,0.144688644688645
0.155677655677656,0.156593406593407
0.165750915750916,0.168192918192918
0.175824175824176,0.178266178266178
0.183760683760684,0.186507936507937
0.191086691086691,0.192612942612943
0.194444444444444,0.196581196581197
0.195665445665446,0.199023199023199
0.196886446886447,0.200244200244200
0.196581196581197,0.198412698412698
0.193223443223443,0.196581196581197
0.187118437118437,0.189560439560440
0.179792429792430,0.183760683760684
0.172466422466422,0.176129426129426
0.161172161172161,0.164835164835165
0.149877899877900,0.153235653235653
0.134920634920635,0.140415140415140
0.121489621489621,0.124542124542125
0.105006105006105,0.109279609279609
0.088827838827839,0.092185592185592
0.068986568986569,0.075091575091575
0.053418803418803,0.055555555555556
0.033882783882784,0.036935286935287
0.015262515262515,0.018315018315018
-0.005799755799756,-0.002136752136752
-0.022893772893773,-0.021367521367521
-0.043345543345543,-0.040903540903541
-0.061355311355311,-0.060439560439560
-0.080280830280830,-0.078754578754579
-0.096459096459096,-0.096459096459096
-0.114163614163614,-0.111111111111111
-0.130952380952381,-0.126678876678877
-0.144078144078144,-0.140720390720391
-0.156898656898657,-0.155677655677656
-0.168192918192918,-0.165750915750916
-0.177350427350427,-0.176739926739927
-0.185897435897436,-0.184371184371184
-0.191697191697192,-0.189560439560440
-0.195360195360195,-0.193833943833944
-0.198107448107448,-0.197496947496947
-0.198107448107448,-0.197496947496947
-0.197496947496947,-0.195665445665446
-0.193528693528694,-0.193223443223443
-0.190170940170940,-0.189255189255189
-0.182234432234432,-0.181013431013431
-0.173687423687424,-0.173992673992674
-0.163919413919414,-0.162393162393162
-0.149877899877900,-0.150793650793651
-0.137973137973138,-0.137362637362637
-0.123626373626374,-0.122100122100122
-0.106837606837607,-0.106227106227106
-0.091269841269841,-0.090964590964591
-0.072649572649573,-0.071733821733822
-0.053724053724054,-0.054029304029304
-0.036019536019536,-0.035103785103785
-0.016178266178266,-0.015567765567766
0.003357753357753,0.003052503052503
0.022588522588523,0.025335775335775
0.040903540903541,0.043956043956044
0.061965811965812,0.062881562881563
0.079365079365079,0.080586080586081
0.097069597069597,0.098290598290598
0.111416361416361,0.114163614163614
0.127594627594628,0.129426129426129
0.141025641025641,0.144383394383394
0.155067155067155,0.157509157509158
0.166056166056166,0.169413919413919
0.177350427350427,0.178876678876679
0.181929181929182,0.187423687423687
0.189560439560440,0.192307692307692
0.193528693528694,0.197191697191697
0.195054945054945,0.198717948717949
0.195970695970696,0.199938949938950
0.195665445665446,0.198412698412698
0.191391941391941,0.195970695970696
0.188339438339438,0.190170940170940
0.180097680097680,0.183760683760684
0.172771672771673,0.175824175824176
0.161477411477411,0.165445665445665
0.149877899877900,0.152014652014652
0.134920634920635,0.140415140415140
0.121489621489621,0.124847374847375
0.105006105006105,0.109279609279609
0.089743589743590,0.093101343101343
0.070512820512821,0.075091575091575
0.053113553113553,0.055860805860806
0.032967032967033,0.036935286935287
0.015567765567766,0.018925518925519
-0.005189255189255,-0.001831501831502
-0.023199023199023,-0.021062271062271
-0.043956043956044,-0.040293040293040
-0.062576312576313,-0.058302808302808
-0.079670329670330,-0.078449328449328
-0.096764346764347,-0.095238095238095
-0.114163614163614,-0.111416361416361
-0.129731379731380,-0.127899877899878
-0.143467643467643,-0.141941391941392
-0.156593406593407,-0.155372405372405
-0.167887667887668,-0.166666666666667
-0.176739926739927,-0.176739926739927
-0.184676434676435,-0.182539682539683
-0.191697191697192,-0.189560439560440
-0.195360195360195,-0.194139194139194
-0.197496947496947,-0.196886446886447
-0.197496947496947,-0.196886446886447
-0.196886446886447,-0.196275946275946
-0.194444444444444,-0.192307692307692
-0.189560439560440,-0.188034188034188
-0.182234432234432,-0.182234432234432
-0.173687423687424,-0.173076923076923
-0.162698412698413,-0.162087912087912
-0.151404151404151,-0.150488400488400
-0.138278388278388,-0.137973137973138
-0.123015873015873,-0.122100122100122
-0.106532356532357,-0.106227106227106
-0.090659340659341,-0.089133089133089
-0.072954822954823,-0.072039072039072
-0.053113553113553,-0.053113553113553
-0.035714285714286,-0.034188034188034
-0.016178266178266,-0.015567765567766
0.002136752136752,0.003663003663004
0.023199023199023,0.023504273504274
0.041819291819292,0.043345543345543
0.061050061050061,0.062576312576313
0.077838827838828,0.080891330891331
0.096459096459096,0.097069597069597
0.111721611721612,0.114163614163614
0.128205128205128,0.129731379731380
0.140720390720391,0.143467643467643
0.154456654456654,0.156898656898657
0.165445665445665,0.168498168498169
0.176739926739927,0.178266178266178
0.182234432234432,0.187118437118437
0.189865689865690,0.192307692307692
0.193223443223443,0.197191697191697
0.196581196581197,0.199328449328449
0.196275946275946,0.200549450549451
0.195360195360195,0.198412698412698
0.190781440781441,0.195665445665446
0.186813186813187,0.190476190476190
0.180708180708181,0.184371184371184
0.171855921855922,0.175824175824176
0.160866910866911,0.165445665445665
0.149267399267399,0.153846153846154
0.135225885225885,0.139804639804640
0.121184371184371,0.124847374847375
0.105311355311355,0.110500610500610
0.089743589743590,0.092185592185592
0.071123321123321,0.075396825396825
0.052503052503053,0.055250305250305
0.034188034188034,0.037240537240537
0.014652014652015,0.017399267399267
-0.005494505494505,-0.002442002442002
-0.024420024420024,-0.020757020757021
-0.043040293040293,-0.041819291819292
-0.063492063492063,-0.058913308913309
-0.079975579975580,-0.078144078144078
-0.096764346764347,-0.094322344322344
-0.113858363858364,-0.111416361416361
-0.129120879120879,-0.128510378510378
-0.144078144078144,-0.141330891330891
-0.154761904761905,-0.154761904761905
-0.167277167277167,-0.166056166056166
-0.177960927960928,-0.174908424908425
-0.184981684981685,-0.183455433455433
-0.192002442002442,-0.190476190476190
-0.195054945054945,-0.194139194139194
-0.198107448107448,-0.197191697191697
-0.198717948717949,-0.197191697191697
-0.196581196581197,-0.195360195360195
-0.194444444444444,-0.192307692307692
-0.189255189255189,-0.188949938949939
-0.183455433455433,-0.180097680097680
-0.173687423687424,-0.173992673992674
-0.163919413919414,-0.162393162393162
-0.150793650793651,-0.151709401709402
-0.137667887667888,-0.137973137973138
-0.122405372405372,-0.123015873015873
-0.107448107448107,-0.106837606837607
-0.090354090354090,-0.090964590964591
-0.072954822954823,-0.072649572649573
-0.054029304029304,-0.052808302808303
-0.035714285714286,-0.033882783882784
